@relation InstanceResultListener

@attribute Key_Dataset {new_data}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.rules.ZeroR,weka.classifiers.rules.OneR,weka.classifiers.trees.J48,weka.classifiers.lazy.IBk,weka.classifiers.bayes.NaiveBayes,weka.classifiers.trees.RandomForest,weka.classifiers.functions.SMO,weka.classifiers.functions.SimpleLogistic}
@attribute Key_Scheme_options {'','-B 40','-C 0.25 -M 35','-K 19 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1','-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"','-I 0 -M 500 -H 50 -W 0.0'}
@attribute Key_Scheme_version_ID {48055541465867954,-3459427003147861443,-217733168393644444,-3080186098777067172,5995231201785697655,1116839470751428698,-6585883636378691736,7397710626304705059}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 7\nSize of the tree: 13\n','Number of leaves: 3\nSize of the tree: 5\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric
@attribute measureAttributesUsed numeric
@attribute measureNumIterations numeric

@data
new_data,1,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,40,19,0,67.79661,32.20339,0,0,0.442904,0.467585,100,100,53.547175,53.547175,0,0.907579,0.907579,0,0,0,0,1,40,1,19,0,0,0,0,0.677966,1,0.808081,?,0.5,0.677966,0.677966,0.677966,0.322034,0.322034,?,0.677966,?,?,0.5,0.563344,?,0.677966,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,2,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,40,19,0,67.79661,32.20339,0,0,0.442904,0.467585,100,100,53.547175,53.547175,0,0.907579,0.907579,0,0,0,0,1,40,1,19,0,0,0,0,0.677966,1,0.808081,?,0.5,0.677966,0.677966,0.677966,0.322034,0.322034,?,0.677966,?,?,0.5,0.563344,?,0.677966,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,2,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,2,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,2,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,2,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,2,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,2,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,2,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,2,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,2,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,3,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,40,19,0,67.79661,32.20339,0,0,0.442904,0.467585,100,100,53.547175,53.547175,0,0.907579,0.907579,0,0,0,0,1,40,1,19,0,0,0,0,0.677966,1,0.808081,?,0.5,0.677966,0.677966,0.677966,0.322034,0.322034,?,0.677966,?,?,0.5,0.563344,?,0.677966,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,3,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,3,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,3,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0.001,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,3,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,3,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,3,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,3,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,3,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0.001,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,3,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,4,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,4,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,4,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,4,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0.001,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,4,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,4,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,4,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,4,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,4,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,4,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,40,19,0,67.79661,32.20339,0,0,0.442904,0.467585,100,100,53.547175,53.547175,0,0.907579,0.907579,0,0,0,0,1,40,1,19,0,0,0,0,0.677966,1,0.808081,?,0.5,0.677966,0.677966,0.677966,0.322034,0.322034,?,0.677966,?,?,0.5,0.563344,?,0.677966,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,5,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,5,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
new_data,5,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20221101.1438,531,59,39,20,0,66.101695,33.898305,0,0,0.447737,0.473366,100,100,54.506999,54.506999,0,0.923847,0.923847,0,0,0,0,1,39,1,20,0,0,0,0,0.661017,1,0.795918,?,0.5,0.661017,0.661017,0.661017,0.338983,0.338983,?,0.661017,?,?,0.5,0.551853,?,0.661017,0,0,0,0,0,0,885,50858,6962,100,100,?,?,?,?,?,?,?
